id,movie_name,directors,actors,movie_rating,genre,duration
8656,Naked Vengeance,Cirio H. Santiago,"Deborah Tranelli, Kaz Garas, Carmen Argenziano",6.0,"Action, Crime, Drama",97 min 
8657,Naked Vengeance,Cirio H. Santiago,"Deborah Tranelli, Kaz Garas, Carmen Argenziano",6.0,"Action, Crime, Drama",97 min 
8658,Radioactive Dreams,Albert Pyun,"John Stockwell, Michael Dudikoff, Michele Little",6.3,"Action, Adventure, Comedy",98 min 
8659,Zone Troopers,Danny Bilson,"Tim Thomerson, Timothy Van Patten, Art LaFleur",5.5,"Action, Adventure, Sci-Fi",86 min 
8660,Huang jia shi jie,Corey Yuen,"Michelle Yeoh, Cynthia Rothrock, John Sham",6.8,"Action, Comedy, Crime",93 min 
8661,Dog Tags,Romano Scavolini,"Clive Wood, Baird Stafford, Robert Haufrecht",4.7,"Action, War",93 min 
8662,Mafia vs. Ninja,Robert Tai,"Alexander Lo Rei, Philip So, Silver How",6.4,"Action, Crime, Drama",90 min 
8663,Ninja Terminator,Godfrey Ho,"Richard Harrison, Jang Lee Hwang, Jonathan Wattis",5.0,"Action, Adventure",88 min 
8664,Zabardast,Nasir Hussain,"Sanjeev Kumar, Sunny Deol, Rajiv Kapoor",5.8,"Action, Drama",159 min 
8665,Bhavani Junction,H. Dinesh,"Shashi Kapoor, Shatrughan Sinha, Zeenat Aman",5.7,"Action, Crime, Thriller",128 min 
8666,Epic,Yoram Gross,"John Huston, Ross Higgins, Robyn Moore",5.0,"Animation, Adventure, Fantasy",70 min 
8667,Zuma,Jun Raquiza,"Max Laurel, Snooky Serna, Mark Gil",5.8,"Action, Drama, Fantasy",141 min 
8668,USA Ninja,Kuo-Ren Wu,"Alexander Lo Rei, George Nicholas, Eugene Thomas",5.3,Action,85 min 
8669,Blood Debts,Teddy Page,"Richard Harrison, Mike Monty, Jim Gaines",4.7,Action,86 min 
8670,Deadline,Mario Azzopardi,"Stephen Young, Sharon Masters, Marvin Goldhar",5.4,"Action, Horror, Thriller",90 min 
8671,Shanghai 13,Cheh Chang,"Kuan Tai Chen, Sheng Chiang, Feng Lu",6.9,Action,90 min 
8672,Alley Cat,Victor M. Ordonez,"Karin Mani, Robert Torti, Britt Helfer",5.8,Action,82 min 
8673,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,Stephen Weeks,"Miles O'Keeffe, Cyrielle Clair, Leigh Lawson",4.3,"Action, Adventure, Fantasy",102 min 
8674,Dog Day,Yves Boisset,"Lee Marvin, Miou-Miou, Jean Carmet",5.6,"Action, Crime, Drama",101 min 
8675,Deep in the Heart,Tony Garnett,"Karen Young, Clayton Day, Suzie Humphreys",6.1,"Action, Drama",101 min 
8676,The World of Don Camillo,Terence Hill,"Terence Hill, Colin Blakely, Mimsy Farmer",5.6,"Action, Comedy",126 min 
8677,Gui ma tian shi,Cheung-Yan Yuen,"Cheung-Yan Yuen, Yat Chor Yuen, Shun-Yee Yuen",6.1,"Action, Comedy, Horror",95 min 
8678,Hell Penitentiary,Gianni Siragusa,,3.2,Action,90 min 
8679,Shaolin Temple 2: Kids from Shaolin,Hsin-Yen Chang,"Jet Li, Lan Ding, Qiuyan Huang",6.4,"Action, Comedy",99 min 
8680,The Ark of the Sun God,Antonio Margheriti,"David Warbeck, John Steiner, Susie Sudlow",5.0,"Action, Adventure",98 min 
8681,Tuareg: The Desert Warrior,Enzo G. Castellari,"Mark Harmon, Luis Prendes, Ritza Brown",5.4,"Adventure, Action",97 min 
8682,The Violent Breed,Fernando Di Leo,"Henry Silva, Harrison Muller Jr., Woody Strode",3.9,Action,91 min 
8683,The 8 Diagram Pole Fighter,Chia-Liang Liu,"Chia-Hui Liu, Sheng Fu, Lily Li",7.7,"Action, Drama",98 min 
8684,Against All Odds,Taylor Hackford,"Rachel Ward, Jeff Bridges, James Woods",5.8,"Action, Adventure, Crime",128 min 
8685,Angel,Robert Vincent O'Neill,"Cliff Gorman, Susan Tyrrell, Dick Shawn",5.5,"Action, Crime, Thriller",94 min 
8686,Beverly Hills Cop,Martin Brest,"Eddie Murphy, Judge Reinhold, John Ashton",7.3,"Action, Comedy, Crime",105 min 
8687,The Blade Master,Joe D'Amato,"Miles O'Keeffe, Lisa Foster, David Brandon",2.2,"Action, Adventure, Fantasy",92 min 
8688,The Bounty,Roger Donaldson,"Mel Gibson, Anthony Hopkins, Laurence Olivier",7.0,"Action, Adventure, Drama",132 min 
8689,A Breed Apart,Philippe Mora,"Rutger Hauer, Powers Boothe, Kathleen Turner",5.3,"Drama, Action",95 min 
8690,Cannonball Run II,Hal Needham,"Burt Reynolds, Dom DeLuise, Frank Sinatra",4.7,"Action, Comedy",108 min 
8691,City Heat,Richard Benjamin,"Clint Eastwood, Burt Reynolds, Jane Alexander",5.4,"Action, Comedy, Crime",93 min 
8692,Cloak & Dagger,Richard Franklin,"Henry Thomas, Dabney Coleman, Michael Murphy",6.5,"Action, Adventure, Crime",101 min 
8693,Code Name: Wild Geese,Antonio Margheriti,"Lewis Collins, Lee Van Cleef, Ernest Borgnine",5.1,"Action, War",101 min 
8694,Conan the Destroyer,Richard Fleischer,"Arnold Schwarzenegger, Grace Jones, Olivia d'Abo",5.8,"Action, Adventure, Fantasy",103 min 
8695,Dang doi lai ming,Po-Chih Leong,"Yun-Fat Chow, Cecilia Yip, Alex Man",6.9,"Action, War",100 min 
8696,Dune,David Lynch,"Kyle MacLachlan, Virginia Madsen, Francesca Annis",6.6,"Action, Adventure, Sci-Fi",137 min 
8697,The Evil That Men Do,J. Lee Thompson,"Charles Bronson, Theresa Saldana, Joseph Maher",6.0,"Action, Drama, Thriller",90 min 
8698,Exterminator 2,Mark Buntzman,"Robert Ginty, Mario Van Peebles, Deborah Geffner",3.7,"Action, Crime, Drama",89 min 
8699,Firestarter,Mark L. Lester,"Drew Barrymore, David Keith, Freddie Jones",6.0,"Action, Horror, Sci-Fi",114 min 
8700,Flashpoint,William Tannen,"Kris Kristofferson, Treat Williams, Rip Torn",6.5,"Action, Crime, Drama",94 min 
8701,A Man Called Rage,Tonino Ricci,"Bruno Minniti, Stelio Candelli, Werner Pochath",4.7,"Action, Thriller, Sci-Fi",90 min 
8702,Godzilla 1985,Koji Hashimoto,"Raymond Burr, Ken Tanaka, Yasuko Sawaguchi",6.1,"Action, Horror, Sci-Fi",103 min 
8703,Hell Riders,James Bryan,"Tina Louise, Adam West, Ross Alexander",3.4,"Action, Drama",90 min 
8704,The Ice Pirates,Stewart Raffill,"Robert Urich, Mary Crosby, Michael D. Roberts",5.6,"Action, Adventure, Comedy",91 min 
8705,Deadly Impact,Fabrizio De Angelis,"Bo Svenson, Fred Williamson, Marcia Clingan",4.5,"Action, Crime, Drama",80 min 
8706,Indiana Jones and the Temple of Doom,Steven Spielberg,"Harrison Ford, Kate Capshaw, Jonathan Ke Quan",7.6,"Action, Adventure",118 min 
8707,Johnny Dangerously,Amy Heckerling,"Michael Keaton, Joe Piscopo, Marilu Henner",6.4,"Action, Comedy, Crime",90 min 
8708,Jungle Warriors,Ernst R. von Theumer,"Nina van Pallandt, Paul L. Smith, John Vernon",4.5,"Action, Adventure, Drama",93 min 
8709,The Karate Kid,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue",7.2,"Action, Drama, Family",126 min 
8710,Killpoint,Frank Harris,"Leo Fong, Richard Roundtree, Cameron Mitchell",4.1,Action,80 min 
8711,Wheels on Meals,Sammo Kam-Bo Hung,"Jackie Chan, Biao Yuen, Sammo Kam-Bo Hung",7.3,"Action, Comedy, Crime",100 min 
8712,Lassiter,Roger Young,"Tom Selleck, Jane Seymour, Lauren Hutton",5.9,"Action, Crime, Drama",100 min 
8713,The Last Starfighter,Nick Castle,"Lance Guest, Robert Preston, Kay E. Kuter",6.7,"Action, Adventure, Sci-Fi",101 min 
8714,Lightning Fists of Shaolin,Chia Tang,"Lung Ti, Te-Lo Mai, Hsueh-Hua Liu",6.8,"Action, Drama",85 min 
8715,Black List,Alain Bonnot,"Annie Girardot, Paul Crauchet, Bernard Brieux",5.7,Action,83 min 
8716,Super Space Fortress Macross,Noboru Ishiguro,"Arihiro Hase, Mari Iijima, Mika Doi",7.9,"Animation, Action, Adventure",114 min 
8717,Missing in Action,Joseph Zito,"Chuck Norris, M. Emmet Walsh, David Tress",5.3,"Action, Adventure, Drama",101 min 
8718,The Naked Face,Bryan Forbes,"Roger Moore, Rod Steiger, Elliott Gould",5.4,"Action, Mystery, Thriller",103 min 
8719,The Pope of Greenwich Village,Stuart Rosenberg,"Eric Roberts, Mickey Rourke, Daryl Hannah",6.7,"Action, Comedy, Crime",121 min 
8720,Red Dawn,John Milius,"Patrick Swayze, C. Thomas Howell, Lea Thompson",6.3,"Action, Drama, War",114 min 
8721,Romancing the Stone,Robert Zemeckis,"Michael Douglas, Kathleen Turner, Danny DeVito",6.9,"Action, Adventure, Comedy",106 min 
8722,Runaway,Michael Crichton,"Tom Selleck, Cynthia Rhodes, Gene Simmons",5.9,"Action, Crime, Sci-Fi",99 min 
8723,Savage Streets,Danny Steinmann,"Linda Blair, John Vernon, Robert Dryer",6.4,"Action, Crime",93 min 
8724,Devil Fish,Lamberto Bava,"Michael Sopkiw, Valentine Monnier, Gianni Garko",2.3,"Action, Horror, Thriller",90 min 
8725,Pom Pom,Tung Cho 'Joe' Cheung,"Richard Ng, John Sham, Deannie Yip",6.4,"Action, Comedy",100 min 
8726,Long Arm of the Law,Johnny Mak,"Jing Chen, Ling Chow, Jian Huang",7.2,"Action, Crime",100 min 
8727,Star Trek III: The Search for Spock,Leonard Nimoy,"William Shatner, Leonard Nimoy, DeForest Kelley",6.6,"Action, Adventure, Sci-Fi",105 min 
8728,Supergirl,Jeannot Szwarc,"Helen Slater, Faye Dunaway, Peter O'Toole",4.3,"Action, Adventure, Fantasy",105 min 
8729,Tank,Marvin J. Chomsky,"James Garner, Shirley Jones, C. Thomas Howell",5.6,"Action, Drama, Comedy",113 min 
8730,Toy Soldiers,David Fisher,"Jason Miller, Cleavon Little, Rodolfo de Anda",5.1,"Drama, Action",91 min 
8731,Drunken Tai Chi,Woo-Ping Yuen,"Donnie Yen, Cheung-Yan Yuen, Lydia Shum",6.5,"Action, Comedy",91 min 
8732,Mad Mission 3: Our Man from Bond Street,Hark Tsui,"Samuel Hui, Karl Maka, Sylvia Chang",5.8,"Action, Comedy",81 min 
8733,Mad Mission 3: Our Man from Bond Street,Hark Tsui,"Samuel Hui, Karl Maka, Sylvia Chang",5.8,"Action, Comedy",81 min 
8734,Blastfighter,Lamberto Bava,"Michael Sopkiw, Valentina Forte, George Eastman",5.6,"Action, Crime, Drama",87 min 
8735,The Manhunt,Fabrizio De Angelis,"Ethan Wayne, Henry Silva, Bo Svenson",4.8,"Action, Crime, Drama",91 min 
8736,City Limits,Aaron Lipstadt,"John Stockwell, Darrell Larson, Rae Dawn Chong",2.1,"Sci-Fi, Action, Drama",86 min 
8737,Women in Fury,Michele Massimo Tarantini,"Suzane Carvalho, Rossana Ghessa, Gloria Cristal",5.1,"Action, Drama, Thriller",90 min 
8738,The Lost Empire,Jim Wynorski,"Melanie Vincz, Raven De La Croix, Angela Aames",5.0,"Action, Adventure, Comedy",83 min 
8739,Trancers,Charles Band,"Tim Thomerson, Helen Hunt, Michael Stefani",6.2,"Action, Sci-Fi",76 min 
8740,Final Mission,Cirio H. Santiago,"Richard Young, Christine L. Tudor, Jason Ross",4.5,"Action, Crime",101 min 
8741,Ghost Warrior,J. Larry Carroll,"Hiroshi Fujioka, John Calvin, Janet Julian",5.2,"Action, Sci-Fi",81 min 
8742,Tong chiu ho fong nui,Eddie Ling-Ching Fong,"Pat Ha, Alex Man, Kuo-Chu Chang",6.8,"Action, Drama",102 min 
8743,Panther Squad,Pierre Chevalier,"Sybil Danning, Jack Taylor, Karin Schubert",3.1,"Action, Sci-Fi",77 min 
8744,Sohni Mahiwal,Latif Faiziyev,"Sunny Deol, Poonam Dhillon, Pran",6.2,"Action, Adventure, Drama",142 min 
8745,Chain Gang,Worth Keeter,"Earl Owensby, Barry Bell, Robert Bloodworth",4.5,"Action, Drama",90 min 
8746,Ninja Thunderbolt,Ming Chin,"Richard Harrison, Don Wong, Yasuaki Kurata",4.1,Action,91 min 
8747,Nomad Riders,Frank Roach,"Tony Laschi, Wayne Chema, Richard Kluck",5.0,Action,82 min 
8748,Hell Behind the Bars,Gianni Siragusa,"Ajita Wilson, Rita Silva, Linda Jones",4.9,Action,82 min 
8749,Dragon Attack,Yen-Ping Chu,"Jackie Chan, Brigitte Lin, Yu Wang",4.8,"Action, Adventure, Comedy",90 min 
8750,Shao Lin yu Wu Dang,Chia-Hui Liu,"Chia-Hui Liu, Adam Cheng, Li Ching",7.3,Action,87 min 
8751,Ironmaster,Umberto Lenzi,"Sam Pasco, Elvire Audray, George Eastman",4.5,"Action, Adventure",98 min 
8752,Warriors of the Wasteland,Enzo G. Castellari,"Giancarlo Prete, Fred Williamson, George Eastman",4.6,"Action, Sci-Fi, Thriller",91 min 
8753,Vigilante,William Lustig,"Robert Forster, Fred Williamson, Richard Bright",6.6,"Action, Crime, Thriller",90 min 
8754,Duel to Death,Siu-Tung Ching,"Norman Chu, Damian Lau, Flora Cheung",7.4,"Action, Drama",86 min 
8755,Duel to Death,Siu-Tung Ching,"Norman Chu, Damian Lau, Flora Cheung",7.4,"Action, Drama",86 min 
8756,2019: After the Fall of New York,Sergio Martino,"Michael Sopkiw, Valentine Monnier, George Eastman",5.7,"Action, Horror, Sci-Fi",96 min 
8757,Project A,Jackie Chan,"Jackie Chan, Sammo Kam-Bo Hung, Biao Yuen",7.5,"Action, Comedy",105 min 
8758,Angel of H.E.A.T.,Myrl A. Schreibman,"Marilyn Chambers, Stephen Johnson, Mary Woronov",3.7,"Action, Sci-Fi",93 min 
8759,Women's Prison Massacre,Bruno Mattei,"Laura Gemser, Gabriele Tinti, Ursula Flores",5.0,"Action, Drama",89 min 
8760,Blue Thunder,John Badham,"Roy Scheider, Warren Oates, Candy Clark",6.3,"Action, Crime, Drama",109 min 
8761,Chained Heat,Paul Nicholas,"Linda Blair, John Vernon, Sybil Danning",4.7,"Action, Crime, Drama",95 min 
8762,Christine,John Carpenter,"Keith Gordon, John Stockwell, Alexandra Paul",6.6,"Action, Drama, Horror",110 min 
8763,Coolie,Manmohan Desai,"Amitabh Bachchan, Waheeda Rehman, Rishi Kapoor",6.7,"Drama, Action, Comedy",177 min 
8764,D.C. Cab,Joel Schumacher,"Max Gail, Adam Baldwin, Mr. T",5.3,"Comedy, Action",100 min 
8765,Deadline Auto Theft,H.B. Halicki,"H.B. Halicki, Hoyt Axton, Marion Busia",5.6,"Action, Comedy, Drama",98 min 
8766,Deadline Auto Theft,H.B. Halicki,"H.B. Halicki, Hoyt Axton, Marion Busia",5.6,"Action, Comedy, Drama",98 min 
8767,Deadly Force,Paul Aaron,"Wings Hauser, Joyce Ingalls, Paul Shenar",4.3,"Action, Crime, Drama",95 min 
8768,Durdesh,Ambrish Sangal,"Shashi Kapoor, Sharmila Tagore, Parveen Babi",6.0,"Action, Crime, Drama",143 min 
8769,Eddie Macon's Run,Jeff Kanew,"Kirk Douglas, John Schneider, Lee Purcell",5.5,"Action, Crime, Drama",95 min 
8770,Go for It,Enzo Barboni,"Terence Hill, Bud Spencer, Buffy Dee",7.1,"Action, Adventure, Comedy",107 min 
8771,Krull,Peter Yates,"Ken Marshall, Lysette Anthony, Freddie Jones",6.0,"Action, Adventure, Fantasy",121 min 
8772,Lone Wolf McQuade,Steve Carver,"Chuck Norris, David Carradine, Barbara Carrera",6.3,"Action, Crime, Drama",107 min 
8773,Fearless Hyena 2,Chuan Chen,,5.1,Action,92 min 
8774,The Man Who Wasn't There,Bruce Malmuth,"Steve Guttenberg, Jeffrey Tambor, Art Hindle",3.5,"Action, Adventure, Comedy",111 min 
8775,Le marginal,Jacques Deray,"Jean-Paul Belmondo, Henry Silva, Carlos Sotto Mayor",6.3,"Action, Crime, Drama",100 min 
8776,Metalstorm: The Destruction of Jared-Syn,Charles Band,"Jeffrey Byron, Michael Preston, Tim Thomerson",3.5,"Adventure, Sci-Fi, Action",84 min 
8777,Midnite Spares,Quentin Masters,"James Laurie, Gia Carides, Max Cullen",5.4,"Action, Adventure, Comedy",87 min 
8778,Savage Islands,Ferdinand Fairfax,"Tommy Lee Jones, Michael O'Keefe, Max Phipps",6.3,"Action, Adventure, Comedy",99 min 
8779,Never Say Never Again,Irvin Kershner,"Sean Connery, Kim Basinger, Klaus Maria Brandauer",6.2,"Action, Adventure, Romance",134 min 
8780,Octopussy,John Glen,"Roger Moore, Maud Adams, Louis Jourdan",6.6,"Action, Adventure, Thriller",131 min 
8781,The Osterman Weekend,Sam Peckinpah,"Rutger Hauer, John Hurt, Craig T. Nelson",5.9,"Action, Drama, Thriller",103 min 
8782,Hearts and Armour,Giacomo Battiato,"Zeudi Araya Cristaldi, Barbara De Rossi, Rick Edwards",5.8,"Action, Adventure, Fantasy",98 min 
8783,Please Don't Eat the Babies,Henri Charr,"Elizabeth Monet, Tanya Louise, Michael Wayne",3.5,"Action, Horror",88 min 
8784,The Raiders of Atlantis,Ruggero Deodato,"Christopher Connelly, Gioia Scola, Tony King",4.7,"Action, Sci-Fi",98 min 
8785,Prisoners of the Lost Universe,Terry Marcel,"Richard Hatch, Kay Lenz, John Saxon",3.7,"Action, Adventure, Sci-Fi",94 min 
8786,I sette magnifici gladiatori,Claudio Fragasso,"Lou Ferrigno, Sybil Danning, Brad Harris",3.7,"Action, Adventure, Drama",83 min 
8787,Shu Shan - Xin Shu shan jian ke,Hark Tsui,"Biao Yuen, Adam Cheng, Brigitte Lin",6.8,"Action, Adventure, Fantasy",95 min 
8788,Space Raiders,Howard R. Cohen,"Vince Edwards, David Mendenhall, Patsy Pease",4.6,"Action, Adventure, Sci-Fi",84 min 
8789,Spacehunter: Adventures in the Forbidden Zone,Lamont Johnson,"Peter Strauss, Molly Ringwald, Ernie Hudson",5.2,"Action, Adventure, Sci-Fi",90 min 
8790,Stroker Ace,Hal Needham,"Burt Reynolds, Ned Beatty, Jim Nabors",4.6,"Action, Comedy, Romance",96 min 
8791,Stryker,Cirio H. Santiago,"Steve Sandor, Andrea Savio, William Ostrander",4.1,"Action, Sci-Fi",86 min 
8792,Sudden Impact,Clint Eastwood,"Clint Eastwood, Sondra Locke, Pat Hingle",6.6,"Action, Thriller",117 min 
8793,Superman III,Richard Lester,"Christopher Reeve, Richard Pryor, Margot Kidder",4.9,"Action, Comedy, Sci-Fi",125 min 
8794,Thunder,Fabrizio De Angelis,"Bo Svenson, Mark Gregory, Raimund Harmstorf",5.5,"Action, Crime, Drama",86 min 
8795,The Last Blood,Antonio Margheriti,"Giancarlo Prete, Antonio Marsina, Luciano Pigozzi",5.2,"Action, War",90 min 
8796,Tough Enough,Richard Fleischer,"Dennis Quaid, Carlene Watkins, Stan Shaw",5.5,"Action, Drama, Romance",106 min 
8797,Twice Upon a Time,John Korty,"Lorenzo Music, Judith Kahan, Marshall Efron",7.1,"Animation, Action, Adventure",74 min 
8798,Uncommon Valor,Ted Kotcheff,"Gene Hackman, Patrick Swayze, Robert Stack",6.3,"Action, Drama, Thriller",105 min 
8799,Veliki transport,Veljko Bulajic,"James Franciscus, Steve Railsback, Edward Albert",6.2,"Action, Drama, War",134 min 
8800,Winners & Sinners,Sammo Kam-Bo Hung,"Sammo Kam-Bo Hung, Jackie Chan, John Sham",6.8,"Action, Comedy, Crime",108 min 
8801,Yellowbeard,Mel Damski,"Graham Chapman, Peter Boyle, Cheech Marin",6.0,"Action, Adventure, Comedy",96 min 
8802,Young Warriors,Lawrence David Foldes,"Ernest Borgnine, Richard Roundtree, Lynda Day George",4.7,"Crime, Action, Drama",105 min 
8803,Mad Mission Part 2: Aces Go Places,Eric Tsang,"Samuel Hui, Karl Maka, Sylvia Chang",6.8,"Action, Comedy",100 min 
8804,Warrior of the Lost World,David Worth,"Robert Ginty, Persis Khambatta, Donald Pleasence",2.3,"Sci-Fi, Action",92 min 
8805,Endgame - Bronx lotta finale,Joe D'Amato,"Al Cliver, Laura Gemser, George Eastman",5.2,"Action, Sci-Fi",98 min 
8806,Escape from the Bronx,Enzo G. Castellari,"Mark Gregory, Henry Silva, Valeria D'Obici",3.8,"Action, Sci-Fi, Thriller",89 min 
8807,Il trono di fuoco,Franco Prosperi,"Sabrina Siani, Pietro Torrisi, Harrison Muller Jr.",3.0,"Action, Fantasy, Adventure",89 min 
8808,Escape from Hellhole,Maman Firmansyah,"Gudi Sintara, Dicky Zulkarnaen, Siska Widowati",4.5,"Action, Thriller",100 min 
8809,Himmatwala,K. Raghavendra Rao,"Shoma Anand, Asrani, Arun Govil",4.4,"Drama, Action, Comedy",179 min 
8810,Justice Chaudhury,K. Raghavendra Rao,"Jeetendra, Hema Malini, Sridevi",5.5,"Drama, Action, Comedy",156 min 
8811,Survival Zone,Percival Rubens,"Gary Lockwood, Camilla Sparv, Morgan Stevens",4.1,"Action, Drama, Sci-Fi",90 min 
8812,The Shaolin Temple,Hsin-Yen Chang,"Jet Li, Lan Ding, Jianqiang Hu",7.1,"Action, Drama",95 min 
8813,Brave Archer 4,Cheh Chang,"Sheng Fu, Tien Hsiang Lung, Philip Kwok",5.6,"Action, Romance",100 min 
8814,Highpoint,Peter Carter,"Richard Harris, Christopher Plummer, Beverly D'Angelo",4.7,"Action, Comedy, Thriller",88 min 
8815,Ninja Strikes Back,Bruce Le,"Bruce Le, Jang Lee Hwang, Harold Sakata",5.1,"Action, Drama",81 min 
8816,Death Wish II,Michael Winner,"Charles Bronson, Jill Ireland, Vincent Gardenia",6.0,"Action, Crime, Drama",88 min 
8817,How Sleep the Brave,Lindsay Shonteff,"Lawrence Day, Luis Manuel, Thomas M. Pollard",6.1,"Action, Drama",88 min 
8818,All Fired Up,Jean-Paul Rappeneau,"Yves Montand, Isabelle Adjani, Lauren Hutton",6.2,"Comedy, Drama, Action",108 min 
8819,All Fired Up,Jean-Paul Rappeneau,"Yves Montand, Isabelle Adjani, Lauren Hutton",6.2,"Comedy, Drama, Action",108 min 
8820,Xun cheng ma,Ronny Yu,"Ka-Yan Leung, Cherie Chung, Yun-Fat Chow",6.3,"Action, Adventure, Drama",87 min 
8821,Ten Violent Women,Ted V. Mikels,"Sherri Vernon, Dixie Lauren, Sally Alice Gamble",2.8,"Action, Drama",97 min 
8822,48 Hrs.,Walter Hill,"Nick Nolte, Eddie Murphy, Annette O'Toole",6.9,"Action, Comedy, Crime",96 min 
8823,2020 Freedom Fighters,Joe D'Amato,"Al Cliver, Harrison Muller Jr., Daniel Stephen",4.5,"Action, Sci-Fi",91 min 
8824,Attack Force Z,Tim Burstall,"John Phillip Law, Mel Gibson, Sam Neill",5.5,"Action, Drama, History",84 min 
8825,The Beastmaster,Don Coscarelli,"Marc Singer, Tanya Roberts, Rip Torn",6.2,"Action, Adventure, Drama",118 min 
8826,Ru lai shen zhang,Taylor Wong,"Tung-Shing Yee, On-On Yu, Kara Hui",7.0,"Action, Fantasy",93 min 
8827,Class of 1984,Mark L. Lester,"Perry King, Merrie Lynn Ross, Timothy Van Patten",6.6,"Action, Crime, Drama",98 min 
8828,Fake-Out,Matt Cimber,"Telly Savalas, Pia Zadora, Desi Arnaz Jr.",4.6,"Action, Comedy, Crime",96 min 
8829,Ferocious Female Freedom Fighters,Jopi Burnama,"Eva Arnaz, Barry Prima, Leily Sagita",5.5,"Action, Comedy",93 min 
8830,Fighting Back,Lewis Teague,"Tom Skerritt, Patti LuPone, Michael Sarrazin",6.0,"Action, Crime, Drama",98 min 
8831,The Final Option,Ian Sharp,"Lewis Collins, Judy Davis, Richard Widmark",6.2,"Action, Thriller",125 min 
8832,Firefox,Clint Eastwood,"Clint Eastwood, Freddie Jones, David Huffman",5.9,"Action, Adventure, Sci-Fi",136 min 
8833,First Blood,Ted Kotcheff,"Sylvester Stallone, Brian Dennehy, Richard Crenna",7.7,"Action, Thriller",93 min 
8834,Forced Vengeance,James Fargo,"Chuck Norris, Mary Louise Weller, Camila Griggs",5.5,"Action, Adventure, Crime",90 min 
8835,Hanky Panky,Sidney Poitier,"Gene Wilder, Gilda Radner, Kathleen Quinlan",5.4,"Action, Comedy, Crime",110 min 
8836,Hunters of the Golden Cobra,Antonio Margheriti,"David Warbeck, Almanta Suska, Luciano Pigozzi",4.8,"Action, Adventure, War",92 min 
8837,Huo Yuan-Jia,Woo-Ping Yuen,"Yao Lin Chen, Yeh Fang, Fung Fung",7.4,"Action, History",89 min 
8838,The Junkman,H.B. Halicki,"H.B. Halicki, Christopher Stone, Susan Shaw",5.6,"Action, Comedy, Crime",96 min 
8839,Dragon Strike,Jackie Chan,"Jackie Chan, Mars, Wai-Man Chan",6.6,"Action, Comedy, Sport",102 min 
8840,Ninja in the Dragon's Den,Corey Yuen,,7.6,"Action, Comedy",95 min 
