"genre","year","actors","movie_name","directors","id","duration","cluster_id"
"Drama, Indie",2008.0,"Gabriel Mann,Bijou Phillips,Izabella Miko,Elias Koteas,Michael Fairman","Dark Streets","Rachel Samuels",2910,"83 minutes",2910
"Drama, Mystery",2008.0,"Meryl Streep,Philip Seymour Hoffman,Amy Adams,Viola Davis,Joseph Foster II","Doubt","",2911,"104 minutes",2911
"Comedy, Drama, Indie",2008.0,"Sam Rockwell,Angelica Huston,Brian William Henke,Kelly MacDonald,Clark Gregg,Joel Grey","Choke","",2912,"89 minutes",2912
"Drama, Foreign, History, Romance",2008.0,"Keira Knightley,Ralph Fiennes,Charlotte Rampling,Dominic Cooper,Hayley Atwell","The Duchess","Saul Dibb",2913,"110 minutes",2913
"Comedy, Drama, Family, Romance",2008.0,"Michael Cera,Kat Dennings,Ari Graynor,Alexis Dziena","Nick & Norah's Infinite Playlist","Peter Sollett",2914,"90 minutes",2914
"Action, Mystery, Thriller",2008.0,"Shia LaBeouf,Michelle Monaghan,Rosario Dawson,Michael Chilkis,Billy Bob Thornton,Anthony Mackie,Ethan Embry","Eagle Eye","D.J. Caruso",2915,"118 minutes",175
"Science Fiction, Thriller",2008.0,"Julianne Moore,Mark Ruffalo,Alice Braga,Maury Chaykin,Danny Glover,Don McKellar,Gael Garcia Bernal","Blindness","Fernando Meirelles",2916,"121 minutes",2916
"",2008.0,"","Free for All","",2917,"",2917
"Action, Adventure, Drama",2008.0,"Martin Henderson,Michelle Rodriguez,Woody Harrelson,Charlize Theron,Connie Nielsen,Ray Liotta,Andre Benjamin","Battle in Seattle","",2918,"99 minutes",2918
"Comedy, Documentary",2008.0,"","Religulous","Larry Charles",2919,"101 minutes",2919
"Action, Drama, History",2008.0,"Derek Luke,Michael Ealy,Laz Alonso,Omar Benson Miller,Pierfrancesco Favino,Valentina Cervi,Matteo Sciabordi,Joseph Gordon-Levitt,John Turturro,John Leguizamo,Kerry Washington,D.B. Sweeney","Miracle at St. Anna","Spike Lee",2920,"160 minutes",176
"Drama",2008.0,"Greg Kinnear,Lauren Graham,Dermot Mulroney,Alan Alda,Jake Abel,Bill Smitrovich","Flash of Genius","Marc Abraham",2921,"119 minutes",2921
"Drama, Family, Indie",2008.0,"Dakota Fanning,David Morse,Piper Laurie,Afemo Omilami,Robin Wright Penn,Cody Hanford,Jill Scott","Hounddog","",2922,"102 minutes",2922
"Comedy, Crime, Drama",2002.0,"Nicolas Cage,Meryl Streep,Chris Cooper,Tilda Swinton,Brian Cox,Cara Seymour,Maggie Gyllenhaal","Adaptation","Spike Jonze",2923,"114 minutes",2923
"Action, Crime, Drama, Thriller",1974.0,"Diane Keaton,Robert DeNiro,John Cazale,Lee Strasberg,G.D. Spradlin,Talia Shire,Michael V. Gazzo,Bruno Kirby,Abe Vigoda","The Godfather, Part II","Francis Ford Coppola",2924,"200 minutes",2924
"Drama, Horror, Suspense, Thriller",2008.0,"Samuel L. Jackson,Patrick Wilson,Kerry Washington,Jay Hernandez","Lakeview Terrace","Neil Labute",2925,"110 minutes",2925
"Adventure, Family, Fantasy",2008.0,"Harry Treadaway,Saoirse Ronan,Tim Robbins,Bill Murray,Toby Jones,Marianne Jean-Baptiste,Martin Landau,Mary Kay Place","City of Ember","Gil Kenan",2926,"90 minutes",2926
"Comedy, Foreign, Romance",2008.0,"Simon Pegg,Megan Fox,Jeff Bridges,Kirsten Dunst","How to Lose Friends & Alienate People","Robert B. Weide",2927,"110 minutes",2927
"Comedy, Drama, History, Indie",2008.0,"Rachel McAdams,Tim Robbins,Michael Pena,John Heard","The Lucky Ones","Neil Burger",2928,"113 minutes",2928
"Drama, Indie",2008.0,"Anne Hathaway,Rosemarie DeWitt,Debra Winger,Bill Irwin,Anna Deavere Smith","Rachel Getting Married","Jonathan Demme",2929,"113 minutes",2929
"Drama",2008.0,"Rob Brown,Dennis Quaid,Omar Benson Miller,Darrin DeWitt Henson,Charles S. Dutton","The Express","Gary Fleder",2930,"130 minutes",2930
"Crime, Drama, Thriller",2008.0,"Melissa Leo,Misty Upham,Charlie McDermott,James Reilly,Michael O'Keefe","Frozen River","",2931,"97 minutes",2931
"Drama, Musical",2008.0,"Shane West,Bijou Phillips,Rick Gonzalez,Noah Segan","What We Do is Secret","Rodger Grossman",2932,"92 minutes",2932
"Action, Science Fiction, Thriller",2008.0,"Jason Statham,Joan Allen,Ian McShane,Tyrese Gibson,Natalie Martinez,Max Ryan","Death Race","",2933,"105 minutes",2933
"Comedy, Drama, Indie, Romance",2008.0,"Scoot McNairy,Sara Simmonds,Brian Matthew McGuire,Katy Luong","In Search of a Midnight Kiss","",2934,"90 minutes",2934
"Comedy, Music",2008.0,"Steve Coogan,Joseph Julian Soria,Skylar Astin,Catherine Keener,David Arquette,Amy Poehler,Shea Pepe,Elisabeth Shue","Hamlet 2","Andrew Fleming",2935,"92 minutes",2935
"Drama, Family",2008.0,"Ice Cube,Keke Palmer,Tasha Smith,Jill Marie Jones,Matt Craven,Garrett Morris","The Longshots","Fred Durst",2936,"94 minutes",2936
"Action, Drama, Western",2008.0,"Ed Harris,Viggo Mortensen,Renee Zellweger,Jeremy Irons,Timothy Spall,Lance Henriksen","Appaloosa","Ed Harris",2937,"115 minutes",2937
"Documentary",2008.0,"","I.O.U.S.A.","Patrick Creadon",2938,"85 minutes",2938
"Drama, Foreign",2008.0,"Natalia Avelon,David Scheller,Matthias Schweighofer,Georg Fredrich,Alexander Scheer,Victor Noren","Eight Miles High","Achim Bornhak",2939,"114 minutes",2939
"Drama, Romance",2008.0,"Ben Kingsley,Penelope Cruz,Patricia Clarkson,Peter Sarsgaard,Dennis Hopper,Deborah Harry","Elegy","Isabel Coixet",2940,"112 minutes",2940
"Drama, Foreign",2007.0,"Sylvie Testud,Pascal Greggory,Guillaume Verdier,Guillaume Depardieu,Jean-Christophe Bouvet","La France","Serge Bozon",2941,"",2941
"Drama, Foreign, War",1982.0,"Klaus Maria Brandauer,Krystyna Janda,Ildiko Bansagi,Karin Boyd","Mephisto","",2942,"144 minutes",2942
"Comedy, Foreign, Indie",2008.0,"Helena Bonham-Carter,Eddie Marsan,Gregg Sulkin,Peter Serafinowicz,Ben Newton,Catherine Tate,Stephen Rea","Sixty Six","Paul Weiland",2943,"93 minutes",2943
"Action, Crime, Drama, Thriller",2008.0,"Don Cheadle,Guy Pearce,Said Taghmaoui,Neal McDonough,Aly Khan,Archie Panjabi,Jeff Daniels,Raad Rawi,Hassam Ghancy,Mozhan Marno","Traitor","Jeffrey Nachmanoff",2944,"114 minutes",217
"Documentary",2008.0,"","The Axe in the Attic","",2945,"110 minutes",2945
"Action, Adventure, Drama, Suspense, Thriller",2008.0,"Leonardo DiCaprio,Russell Crowe,Mark Strong,Golshifteh Farahani,Oscar Isaac,Simon McBurney","Body of Lies","Ridley Scott",2946,"128 minutes",177
"Comedy, Drama, Foreign",2008.0,"Ivan Barnev,Oldrich Kaiser,Julia Jentsch,Martin Huba,Marian Labuda","I Served the King of England","",2947,"120 minutes",2947
"Comedy, Drama",2008.0,"George Clooney,Brad Pitt,Frances McDormand,John Malkovich,Tilda Swinton,Richard Jenkins,J.K. Simmons,David Rasche","Burn After Reading","",2948,"96 minutes",2948
"Documentary",2008.0,"","Trouble the Water","Carl Deal,Tia Lessin",2949,"93 minutes",2949
"Comedy, Drama, Foreign, Thriller",2008.0,"Ludivine Sagnier,Benoit Magimel,Francois Berleand,Mathilda May,Caroline Silhol,Marie Bunel,Valeria Cavalli","A Girl Cut in Two","Claude Chabrol",2950,"115 minutes",2950
"Drama",2008.0,"Ines Efron,Martin Piroyanski,Richard Darin,Valeria Bertuccelli","XXY","",2951,"",2951
"Comedy, Drama, Romance",2008.0,"Meg Ryan,Annette Bening,Eva Mendes,Debra Messing,Jada Pinkett Smith,Bette Midler,Candice Bergen,Carrie Fisher,Cloris Leachman,Debi Mazar,India Ennenga","The Women","",2952,"114 minutes",2952
"Crime, Drama, Mystery, Neo-noir, Thriller",1997.0,"Kevin Spacey,Russell Crowe,Guy Pearce,James Cromwell,Kim Basinger,David Strathairn,Ron Rifkin","L.A. Confidential","Curtis Hanson",2953,"138 minutes",2953
"Drama, Indie",2008.0,"Summer Bishil,Aaron Eckhart,Maria Bello,Peter Macdissi,Toni Collette","Towelhead","",2954,"124 minutes",2954
"Documentary",2008.0,"","Anita O'Day: The Life of a Jazz Singer","Robbie Cavolina,Ian McCrudden",2955,"90 minutes",2955
"Comedy, Romance",2008.0,"Ricky Gervais,Greg Kinnear,Tea Leoni,Dana Ivey,Billy Campbell","Ghost Town","David Koepp",2956,"102 minutes",2956
"Comedy, Drama, Foreign",2008.0,"Nicolas Cazale,Clotilde Hesme,Stephan Guerin-Tillie,Jeanne Goupil,Daniel Duval,Paul Crauchet,Liliane Rovere","The Grocer's Son","Eric Guirado",2957,"96 minutes",2957
"Drama",2008.0,"Henry O,Faye Yu,Vida Ghahremani","A Thousand Years of Good Prayers","Wayne Wang",2958,"83 minutes",2958
"Drama, Romance",2008.0,"Richard Gere,Diane Lane,Christopher Meloni,Viola Davis,Scott Glenn,Pablo Schreiber","Nights in Rodanthe","George C. Wolfe",2959,"97 minutes",2959
"Documentary",2008.0,"","Bigger, Stronger, Faster","",2960,"105 minutes",2960
"Crime, Drama, Indie, Music",2008.0,"Richard Jenkins,Haaz Sleiman,Danai Gurira,Hiam Abbass","The Visitor","",2961,"104 minutes",2961
"Documentary",2008.0,"Yvonne Williams,Homer Nish,Tommy Reynolds.,Mary Donahue,Cliff Ray Sam","The Exiles","",2962,"72 minutes",2962
"Crime, Drama, Foreign",2008.0,"Janne Hyytiainen,Maria Jarvenhelmi","Lights in the Dusk","",2963,"78 minutes",2963
"Comedy, Drama, Foreign, Romance",2008.0,"China Zorrilla,Manuel Alexandre,Blanca Portillo,Jose Angel Egido","Elsa & Fred","Marcos Carnevale",2964,"108 minutes",2964
"Drama, Foreign, Romance",2008.0,"Matthew Goode,Ben Whishaw,Hayley Atwell,Emma Thompson,Michael Gambon,Greta Scacchi,Jonathan Cake,Patrick Malahide","Brideshead Revisited","Julian Jarrold",2965,"133 minutes",2965
"Documentary, Indie",2008.0,"","Roman Polanski: Wanted and Desired","Marina Zenovich",2966,"99 minutes",2966
"Comedy",2008.0,"Will Ferrell,John C. Reilly,Mary Steenburgen,Richard Jenkins,Adam Scott","Step Brothers","Adam McKay",2967,"98 minutes",2967
"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",2008.0,"","The X-Files: I Want to Believe","",2968,"104 minutes",2968
"Action, Family, Thriller",2008.0,"Emile Hirsch,Matthew Fox,Christina Ricci,Paulie Litt,Susan Sarandon,John Goodman","Speed Racer","",2969,"135 minutes",186
"Documentary",2008.0,"","Standard Operating Procedure","",2970,"117 minutes",2970
"Comedy, Foreign, Indie",2008.0,"Bill Milner,Will Poulter,Jessica Stevenson,Ed Westwick,Neil Dudgeon,Jules Sitruk,Anna Wing","Son of Rambow","",2971,"96 minutes",28
"Drama, Western",1954.0,"","Johnny Guitar","",2972,"110 minutes",2972
"Documentary",2008.0,"","America the Beautiful","",2973,"105 minutes",2973
"",2008.0,"Johan Libereau,Michel Blanc,Emmanuelle Beart,Sami Bouajila,Julie Depardieu","The Witnesses","Andre Techine",2974,"",2974
"Action, Adventure, Drama, Thriller",2008.0,"Chiwetel Ejiofor,Alice Braga,Tim Allen,Jose Pablo Cantillo,Joe Mantegna,Ricky Jay,Emily Mortimer,Max Martini,David Paymer","Redbelt","",2975,"99 minutes",2975
"Action, Drama, Thriller",2008.0,"Minnie Driver,Jeremy Renner,Bobby Coleman,Adam Rodriguez,David Denman","Take","",2976,"98 minutes",2976
"Drama, Foreign, Indie",1961.0,"Harriet Andersson,Max von Sydow,Gunnar Bjornstrand,Lars Passgard","Through a Glass Darkly","",2977,"89 minutes",2977
"Comedy, Drama",2008.0,"Kevin Costner,Madeline Carroll,Kelsey Grammer,Dennis Hopper,Stanley Tucci,Nathan Lane,George Lopez,Mare Winningham","Swing Vote","Joshua Michael Stern",2978,"120 minutes",2978
"Action, Adventure, Fantasy, Thriller",2008.0,"Brendan Fraser,Jet Li,Maria Bello,Michelle Yeoh,Luke Ford","The Mummy: Tomb of the Dragon Emperor","Rob Cohen",2979,"112 minutes",189
"Drama, Foreign, Mystery, Thriller",2008.0,"Nina Hoss,Devid Striesow,Hinnerk Schoenemann,Christian Redl","Yella","Christian Petzold",2980,"89 minutes",2980
"Comedy, Drama, Indie",2008.0,"Alan Rickman,Chris Pine,Bill Pullman,Rachael Taylor,Freddy Rodriguez,Dennis Farina","Bottle Shock","Randall Miller",2981,"110 minutes",2981
"Action, Drama, Fantasy, History",2006.0,"Gerard Butler,Lena Headey,Dominic West,David Wenham,Vincent Regan,Michael Fassbender,Tom Wisdom,Andrew Pleavin,Andrew Tiernan,Rodrigo Santoro,Peter Mensah,Stephen McHattie","300","Zack Snyder",2982,"117 minutes",2982
"Documentary",2008.0,"","American Teen","",2983,"95 minutes",2983
"Comedy, Drama, Indie",2008.0,"Ross Partridge,Elise Muller,Steve Zissis,Greta Gerwig","Baghead","",2984,"84 minutes",2984
"Drama, Foreign",2008.0,"Galina Vishnevskaya,Vasily Shevtsov,Raisa Gichaeva","Alexandra","",2985,"95 minutes",2985
"Adventure, Comedy, Drama, Family",2008.0,"Amber Tamblyn,America Ferrara,Alexis Bledel,Blake Lively,Blythe Danner","The Sisterhood of the Traveling Pants 2","Sanaa Hamri",2986,"117 minutes",2986
"Action, Comedy",2008.0,"Seth Rogen,James Franco,Gary Cole,Amber Heard,Bill Hader,James Remar,Rosie Perez,Ed Begley Jr.,Nora Dunn","Pineapple Express","David Gordon Green",2987,"111 minutes",193
"Comedy, Drama, Indie",2008.0,"Dore Mann,Paul Grimstad,Mary Wall,David Sandholm,Carmine Marino","Frownland","",2988,"106 minutes",2988
"Crime, Drama, Foreign, Indie",2008.0,"Andrew Garfield,Peter Mullen,Katie Lyons,Shaun Evans,Alfie Owen,Taylor Doherty","Boy A","John Crowley",2989,"100 minutes",2989
"Action, Indie, Thriller",2008.0,"Larry Bishop,Michael Madsen,Eric Balfour,Dennis Hopper,Leonor Varela,Vinnie Jones,Julia Jones","Hell Ride","",2990,"84 minutes",181
"Documentary, Indie",2008.0,"Jean-Louis Blondeau,Paul McGill,Annie Allix,Ardis Campbell,David Demato","Man on Wire","James Marsh",2991,"94 minutes",2991
"Crime, Drama, Thriller",1975.0,"Al Pacino,John Cazale,Charles Durning,Chris Sarandon,Dominic Chianese,Carol Kane","Dog Day Afternoon","Sidney Lumet",2992,"120 minutes",2992
"Drama, Foreign",1968.0,"Liv Ullmann,Max von Sydow,Sigge Furst","Shame","",2993,"103 minutes",2993
"Crime, Foreign, Mystery, Thriller",2008.0,"Woody Harrelson,Ben Kingsley,Emily Mortimer,Kate Mara,Eduardo Noriega","Transsiberian","",2994,"111 minutes",2994
"Action, Comedy",2008.0,"Ben Stiller,Jack Black,Robert Downey Jr.,Nick Nolte,Steve Coogan,Jay Baruchel,Danny McBride,Brandon T. Jackson,Bill Hader","Tropic Thunder","Ben Stiller",2995,"107 minutes",196
"Drama, Foreign, Mystery, Thriller",2008.0,"Xenia Rappoport,Michele Placido,Clara Dossena,Claudia Gerini,Pierfrancesco Favino","The Unknown Woman","",2996,"118 minutes",2996
"Comedy, Drama, Romance",2008.0,"Javier Bardem,Rebecca Hall,Scarlett Johansson,Penelope Cruz,Chris Messina,Patricia Clarkson,Kevin Dunn","Vicky Cristina Barcelona","",2997,"96 minutes",2997
"Action, Animation, Family, Science Fiction",2008.0,"Matt Manter,Catherine Taber,James Arnold Taylor,Christopher Lee,Samuel L. Jackson","Star Wars: The Clone Wars","Dave Filoni",2998,"98 minutes",197
"Comedy, Drama, Indie",2008.0,"Luke Wilson,Radha Mitchell,Adrianna Barrazza,George Lopez,Cheryl Hines,Richard Benjamin,Morgan Lily,Rachel Seiferth","Henry Poole is Here","Mark Pellington",2999,"99 minutes",2999
"Documentary, Drama, History, Indie",2008.0,"Ann Savage,Louis Negin,Amy Stewart,Darcy Fehr","My Winnipeg","Guy Maddin",3000,"80 minutes",3000
"Documentary",2008.0,"","Gonzo: The Life and Work of Dr. Hunter S. Thompson","",3001,"120 minutes",3001
"Drama, Eastern, Foreign, Indie",2008.0,"Tannishtha Chatterjee,Satish Kaushik,Christopher Simpson,Naeema Begum","Brick Lane","Sarah Gavron",3002,"102 minutes",3002
"Action, Adventure, Comedy, Fantasy, Thriller",2008.0,"Will Smith,Charlize Theron,Jason Bateman,Jae Head,Eddie Marsan,David Mattey","Hancock","Peter Berg",3003,"92 minutes",3003
"Action, Comedy, Drama, Indie, Thriller",2008.0,"Matthew Broderick,Alan Alda,Virginia Madsen,Jim True-Frost,Bobby Cannavale,Dylan Baker,Lois Smith,Louis C.K.,Jimmy Bennett","Diminished Capacity","Terry Kinney",3004,"92 minutes",3004
"Comedy, Indie, Romance",2008.0,"Josh Peck,Ben Kingsley,Olivia Thirlby,Famke Janssen,Talia Balsam,David Wohl,Mary-Kate Olsen","The Wackness","",3005,"99 minutes",3005
"Action, Adventure, Comedy, Fantasy, Science Fiction, Thriller",2008.0,"Ron Perlman,Selma Blair,Doug Jones,John Alexander/James Dodd,Anna Walton,Luke Goss,Jeffrey Tambor","Hellboy II: The Golden Army","Guillermo Del Toro",3006,"120 minutes",198
"Documentary, Family",2008.0,"","Encounters at the End of the World","",3007,"99 minutes",3007
"Crime, Drama, Foreign, Mystery, Thriller",2008.0,"Francois Cluzet,Marie-Josee Croze,Kristin Scott Thomas,Marina Hands,Andre Dussollier,Francois Berleand,Nathalie Baye,Gilles Lellouche,Jean Rochefort,Guillaume Canet","Tell No One","Guillaume Canet",3008,"131 minutes",3008
"Action, Adventure, Comedy, Science Fiction",2007.0,"Brendan Fraser,Josh Hutcherson,Anita Briem,Seth Meyers,Michel Pare,Jane Wheeler","Journey to the Center of the Earth","Eric Brevig",3009,"93 minutes",200
"Comedy, Drama, Indie, Romance",2007.0,"Josh Hamilton,Ayesha Dharker,Asif Basra,Matt Smith,Larry Pine","Outsourced","",3010,"102 minutes",3010
"Crime, Drama",1967.0,"","Cool Hand Luke","",3011,"126 minutes",3011
"Action, Crime, Drama",2008.0,"Christian Bale,Heath Ledger,Maggie Gyllenhaal,Aaron Eckhart,Michael Caine,Gary Oldman,Morgan Freeman","The Dark Knight","Christopher Nolan",3012,"152 minutes",3012
"Animation, Family",2008.0,"Andy Samberg,Cheryl Hines,Patrick Warburton,Jeff Daniels,Kristin Chenoweth,Stanley Tucci,Jane Lynch","Space Chimps","Kirk De Micco",3013,"81 minutes",3013
"Comedy, Music, Romance",2008.0,"Meryl Streep,Amanda Seyfried,Pierce Brosnan,Stellan Skarsgard,Colin Firth,Christine Baranski,Julie Walters,Dominic Cooper","Mamma Mia!","Phyllida Lloyd",3014,"108 minutes",3014
"Drama, Foreign, Romance",2008.0,"Asia Argento,Fu'ad Ait Aattou,Roxane Mesquida,Claude Sarraute,Yolande Moreau,Michael Lonsdale,Anne Parillaud","The Last Mistress","",3015,"104 minutes",3015
"Drama, Indie, Thriller",2008.0,"Michael Shannon,Barlow Jacobs,Douglas Ligon,G. Alan Wilkins,Glenda Pannell,Michael Abbott Jr.","Shotgun Stories","",3016,"92 minutes",3016
"Comedy, Indie",2008.0,"Seann William Scott,John C. Reilly,Jenna Fischer,Lili Taylor,Fred Armisen","The Promotion","",3017,"86 minutes",3017
"Drama, Foreign, War",2008.0,"Jonathan Rhys Meyer,Radha Mitchell,Michelle Yeoh","The Children of Huang Shi","Roger Spottiswoode",3018,"125 minutes",3018
"Animation, Family",2008.0,"Jack Black,Dustin Hoffman,Angelina Jolie,Ian McShane,Seth Rogen,Lucy Liu,David Cross,Randall Duk Kim,James Hong,Dan Fogler,Michael Clarke Duncan,Jackie Chan","Kung Fu Panda","John Stevenson,Mark Osborne",3019,"90 minutes",201
"Drama, Foreign",2008.0,"Colin Firth,Jim Broadbent,Juliet Stevenson,Gina McKee,Sarah Lancashire","When Did You Last See Your Father?","Anand Tucker",3020,"92 minutes",3020
"Action, Science Fiction, Thriller",2008.0,"Edward Norton,Liv Tyler,Tim Roth,Tim Blake Nelson,William Hurt,Lou Ferrigno","The Incredible Hulk","Louis Leterrier",3021,"114 minutes",202
"Action, Adventure, Comedy, Thriller",2008.0,"John Cusack,Marisa Tomei,Hilary Duff,Lyubomir Neikov,Joan Cusack,Ben Kingsley,Dan Aykroyd","War, Inc.","Joshua Seftel",3022,"106 minutes",3022
"Drama, Romance",2008.0,"Stephen Dillane,Rade Sherbedgia,Rosamund Pike","Fugitive Pieces","",3023,"104 minutes",3023
"Crime, Drama, Foreign, Indie, Thriller",1960.0,"","Rocco and His Brothers","",3024,"168 minutes",3024
"Drama, Foreign",2008.0,"Tuncel Kurtiz,Baki Davrak,Nursel Kose,Nurgul Yesilcay,Hanna Schygulla","The Edge of Heaven","",3025,"122 minutes",3025
"Action, Drama, Mystery, Science Fiction, Thriller",2008.0,"Mark Wahlberg,Zooey Deschanel,John Leguizamo,Ashlyn Sanchez,Betty Buckley,Spencer Breslin","The Happening","",3026,"91 minutes",3026
"Drama",2008.0,"Julianne Moore,Stephen Dillane,Eddie Redmayne,Hugh Dancy,Belen Rueda","Savage Grace","Tom Kalin",3027,"97 minutes",3027
"Action, Adventure, Comedy",2008.0,"Steve Carell,Anne Hathaway,Alan Arkin,Dwayne Johnson,Terence Stamp,James Caan,Patrick Warburton","Get Smart","Peter Segal",3028,"110 minutes",204
"",2008.0,"Tadanobu Asano,Khulan Chuluun,Amadu Mamadakov,Honglei Sun,Aliya","Mongol","Sergei Bodrov",3029,"",3029
"Comedy, Romance, Sport",2008.0,"Mike Myers,Jessica Alba,Justin Timberlake,Romany Malco,Meagan Good,Verne Troyer,Ben Kingsley,Stephen Colbert","The Love Guru","Marco Schnabel",3030,"87 minutes",3030
"Drama, Foreign, Indie, Music, Romance",2008.0,"Jeanne Balibar,Guillaume Depardieu,Michel Piccoli","The Duchess of Langeais","Jaques Rivette",3031,"137 minutes",3031
"Comedy, Drama, Family",2008.0,"Abigail Breslin,Julia Ormond,Chris O'Donnell,Stanley Tucci,Max Thieriot","Kit Kittredge: An American Girl","Patricia Rozema",3032,"101 minutes",3032
"Drama, Thriller",2008.0,"Jorge Adrian Espindola,Armando Hernandez,Jesus Ochoa,Paola Mendoza","Sangre de Mi Sangre","",3033,"110 minutes",3033
"Documentary",2008.0,"","Surfwise","Doug Pray",3034,"93 minutes",3034
"Documentary, Foreign",1935.0,"","Triumph of the Will","Leni Riefenstahl",3035,"114 minutes",3035
"Action, Crime, Thriller",2008.0,"James McAvoy,Angelina Jolie,Morgan Freeman,Terence Stamp,Thomas Kretschmann,Common,Kristen Hager","Wanted","Timur Bekmambetov",3036,"110 minutes",3036
"Action, Adventure, Comedy, Foreign, Thriller",2008.0,"Jean Dujardin,Philippe Lefebvre,Berenice Bejo","OSS 117: Cairo, Nest of Spies","Michel Hazanavicius",3037,"99 minutes",3037
"Adventure, Animation, Family",2008.0,"Ben Burtt,Elissa Knight,Fred Willard,Jeff Garlin,John Ratzenberger,Kathy Najimy,Sigourney Weaver,Kim Kopf,Garrett Palmer","Wall-E","Andrew Stanton",3038,"98 minutes",3038
